subtype,species_latin_name,species_common_name,species_description,SD_prompt
procellariiformes,Ardenna tenuirostris,Short-tailed Shearwater," Medium-sized bird with dark brown body and a short, dark bill.","A photograph of a Short-tailed Shearwater (Ardenna tenuirostris): Medium-sized bird with dark brown body and a short, dark bill."
procellariiformes,Ardenna carneipes,Flesh-footed Shearwater," Medium-sized bird with dark brown body, white underparts, and a pinkish bill.","A photograph of a Flesh-footed Shearwater (Ardenna carneipes): Medium-sized bird with dark brown body, white underparts, and a pinkish bill."
procellariiformes,Ardenna gravis,Great Shearwater," Large bird with brown upperparts, white underparts, and a dark bill.","A photograph of a Great Shearwater (Ardenna gravis): Large bird with brown upperparts, white underparts, and a dark bill."
procellariiformes,Ardenna creatopus,Pink-footed Shearwater," Large bird with brown upperparts, white underparts, and a pinkish bill.","A photograph of a Pink-footed Shearwater (Ardenna creatopus): Large bird with brown upperparts, white underparts, and a pinkish bill."
procellariiformes,Ardenna bulleri,Buller's Shearwater," Medium-sized bird with black upperparts, white underparts, and a dark bill.","A photograph of a Buller's Shearwater (Ardenna bulleri): Medium-sized bird with black upperparts, white underparts, and a dark bill."
procellariiformes,Ardenna pacifica,Wedge-tailed Shearwater," Large bird with brown upperparts, white underparts, and a dark bill.","A photograph of a Wedge-tailed Shearwater (Ardenna pacifica): Large bird with brown upperparts, white underparts, and a dark bill."
ciconiiformes,Eudocimus albus,American White Ibis," Bright white plumage, long curved red beak, and red legs.","A photograph of a American White Ibis (Eudocimus albus): Bright white plumage, long curved red beak, and red legs."
ciconiiformes,Mycteria ibis,Yellow-billed Stork," White body, black wings, and a long yellow beak.","A photograph of a Yellow-billed Stork (Mycteria ibis): White body, black wings, and a long yellow beak."
ciconiiformes,Ciconia nigra,Black Stork," Black plumage with a white belly, long red legs, and a long red beak.","A photograph of a Black Stork (Ciconia nigra): Black plumage with a white belly, long red legs, and a long red beak."
ciconiiformes,Ciconia ciconia,White Stork," White plumage with black wing feathers, long red legs, and a long red beak.","A photograph of a White Stork (Ciconia ciconia): White plumage with black wing feathers, long red legs, and a long red beak."
ciconiiformes,Jabiru mycteria,Jabiru," White body, black head and neck, and a long, thick, black beak.","A photograph of a Jabiru (Jabiru mycteria): White body, black head and neck, and a long, thick, black beak."
ciconiiformes,Mycteria americana,Wood Stork," White body, bald grey head, and a long, thick, curved, dark beak.","A photograph of a Wood Stork (Mycteria americana): White body, bald grey head, and a long, thick, curved, dark beak."
ciconiiformes,Leptoptilos crumenifer,Marabou Stork," Mostly bald head, white underparts, grey upperparts, and a massive bill.","A photograph of a Marabou Stork (Leptoptilos crumenifer): Mostly bald head, white underparts, grey upperparts, and a massive bill."
ciconiiformes,Leptoptilos javanicus,Lesser Adjutant," Large grey bird, bald head and neck, and a large yellow bill.","A photograph of a Lesser Adjutant (Leptoptilos javanicus): Large grey bird, bald head and neck, and a large yellow bill."
ciconiiformes,Leptoptilos dubius,Greater Adjutant," Large grey bird, bald head and neck, and a large yellow bill.","A photograph of a Greater Adjutant (Leptoptilos dubius): Large grey bird, bald head and neck, and a large yellow bill."
ciconiiformes,Anastomus oscitans,Asian Openbill," Grey plumage, long legs, and a large beak with a gap in the middle.","A photograph of a Asian Openbill (Anastomus oscitans): Grey plumage, long legs, and a large beak with a gap in the middle."
ciconiiformes,Anastomus lamelligerus,African Openbill," Dark grey plumage, long legs, and a large beak with a gap in the middle.","A photograph of a African Openbill (Anastomus lamelligerus): Dark grey plumage, long legs, and a large beak with a gap in the middle."
ciconiiformes,Ephippiorhynchus senegalensis,Saddle-billed Stork," Black and white body, red and black bill with a yellow shield.","A photograph of a Saddle-billed Stork (Ephippiorhynchus senegalensis): Black and white body, red and black bill with a yellow shield."
ciconiiformes,Ephippiorhynchus asiaticus,Black-necked Stork," Black and white body, long red legs, and a long black beak.","A photograph of a Black-necked Stork (Ephippiorhynchus asiaticus): Black and white body, long red legs, and a long black beak."
ciconiiformes,Ciconia stormi,Storm's Stork," Small stork with black and white plumage, orange bill, and orange legs.","A photograph of a Storm's Stork (Ciconia stormi): Small stork with black and white plumage, orange bill, and orange legs."
ciconiiformes,Ciconia boyciana,Oriental Stork," White body, black wings, and a long, thick, red beak.","A photograph of a Oriental Stork (Ciconia boyciana): White body, black wings, and a long, thick, red beak."
ciconiiformes,Ciconia episcopus,Woolly-necked Stork," Black body, white neck, and a long, thick, black beak.","A photograph of a Woolly-necked Stork (Ciconia episcopus): Black body, white neck, and a long, thick, black beak."
ciconiiformes,Mycteria leucocephala,Painted Stork," Pink tertial feathers, white body, and a long yellow beak with a down-curved tip.","A photograph of a Painted Stork (Mycteria leucocephala): Pink tertial feathers, white body, and a long yellow beak with a down-curved tip."
ciconiiformes,Mycteria cinerea,Milky Stork," White body, bald head, and a long, thick, yellow beak.","A photograph of a Milky Stork (Mycteria cinerea): White body, bald head, and a long, thick, yellow beak."
ciconiiformes,Ciconia abdimii,Yellow-billed Ciconia," Black body, white underparts, and a long, thick, yellow beak.","A photograph of a Yellow-billed Ciconia (Ciconia abdimii): Black body, white underparts, and a long, thick, yellow beak."
ciconiiformes,Ciconia maguari,Maguari Stork," White body, black wings, and a long, thick, red beak.","A photograph of a Maguari Stork (Ciconia maguari): White body, black wings, and a long, thick, red beak."
suliformes,Phalacrocorax carbo,Great Cormorant," Large black bird with a long neck, yellow throat patch, and white patches on thighs.","A photograph of a Great Cormorant (Phalacrocorax carbo): Large black bird with a long neck, yellow throat patch, and white patches on thighs."
suliformes,Phalacrocorax urile,Red-faced Cormorant," Dark bird with a red face, long neck, and a small crest on the back of the head.","A photograph of a Red-faced Cormorant (Phalacrocorax urile): Dark bird with a red face, long neck, and a small crest on the back of the head."
suliformes,Microcarbo melanoleucos,Little Pied Cormorant, Small black and white bird with a long neck and yellow bill.,A photograph of a Little Pied Cormorant (Microcarbo melanoleucos): Small black and white bird with a long neck and yellow bill.
suliformes,Sula leucogaster,Brown Booby," Large seabird with dark upperparts, white underparts, and a yellow bill.","A photograph of a Brown Booby (Sula leucogaster): Large seabird with dark upperparts, white underparts, and a yellow bill."
suliformes,Sula sula,Red-footed Booby," White bird with black wingtips, blue bill, and red feet.","A photograph of a Red-footed Booby (Sula sula): White bird with black wingtips, blue bill, and red feet."
suliformes,Sula variegata,Peruvian Booby," White bird with dark wingtips, a pointed bill, and blue feet.","A photograph of a Peruvian Booby (Sula variegata): White bird with dark wingtips, a pointed bill, and blue feet."
suliformes,Morus bassanus,Northern Gannet," Large white bird with black wingtips, a pointed bill, and blue eyes.","A photograph of a Northern Gannet (Morus bassanus): Large white bird with black wingtips, a pointed bill, and blue eyes."
suliformes,Morus capensis,Cape Gannet," Large white bird with black wingtips, a pointed bill, and a blue eye ring.","A photograph of a Cape Gannet (Morus capensis): Large white bird with black wingtips, a pointed bill, and a blue eye ring."
suliformes,Morus serrator,Australasian Gannet," Large white bird with black wingtips, a pointed bill, and blue feet.","A photograph of a Australasian Gannet (Morus serrator): Large white bird with black wingtips, a pointed bill, and blue feet."
suliformes,Fregata magnificens,Magnificent Frigatebird," Large black bird with a long, hooked bill and a red throat pouch.","A photograph of a Magnificent Frigatebird (Fregata magnificens): Large black bird with a long, hooked bill and a red throat pouch."
suliformes,Fregata minor,Great Frigatebird," Large black bird with a long, hooked bill and a red throat pouch.","A photograph of a Great Frigatebird (Fregata minor): Large black bird with a long, hooked bill and a red throat pouch."
suliformes,Fregata ariel,Lesser Frigatebird," Small black bird with a long, hooked bill and a red throat pouch.","A photograph of a Lesser Frigatebird (Fregata ariel): Small black bird with a long, hooked bill and a red throat pouch."
suliformes,Fregata aquila,Ascension Frigatebird," Large black bird with a long, hooked bill and a white breast.","A photograph of a Ascension Frigatebird (Fregata aquila): Large black bird with a long, hooked bill and a white breast."
suliformes,Fregata andrewsi,Christmas Frigatebird," Large black bird with a long, hooked bill and a red throat pouch.","A photograph of a Christmas Frigatebird (Fregata andrewsi): Large black bird with a long, hooked bill and a red throat pouch."
suliformes,Phalacrocorax brasilianus,Neotropic Cormorant," Medium-sized bird with dark plumage, long tail, and a yellow throat patch.","A photograph of a Neotropic Cormorant (Phalacrocorax brasilianus): Medium-sized bird with dark plumage, long tail, and a yellow throat patch."
suliformes,Phalacrocorax pelagicus,Pelagic Cormorant," Small black bird with a long neck and a thin, pointed bill.","A photograph of a Pelagic Cormorant (Phalacrocorax pelagicus): Small black bird with a long neck and a thin, pointed bill."
suliformes,Phalacrocorax penicillatus,Brandt's Cormorant," Medium-sized bird with dark plumage, blue throat patch, and a thin, pointed bill.","A photograph of a Brandt's Cormorant (Phalacrocorax penicillatus): Medium-sized bird with dark plumage, blue throat patch, and a thin, pointed bill."
suliformes,Phalacrocorax auritus,Double-crested Cormorant," Large black bird with a long neck, yellow-orange throat patch, and crests above the eyes.","A photograph of a Double-crested Cormorant (Phalacrocorax auritus): Large black bird with a long neck, yellow-orange throat patch, and crests above the eyes."
suliformes,Phalacrocorax fuscicollis,Indian Cormorant," Medium-sized bird with dark plumage, long tail, and a thin, pointed bill.","A photograph of a Indian Cormorant (Phalacrocorax fuscicollis): Medium-sized bird with dark plumage, long tail, and a thin, pointed bill."
suliformes,Phalacrocorax nigrogularis,Socotra Cormorant," Medium-sized bird with dark plumage, long tail, and a yellow throat patch.","A photograph of a Socotra Cormorant (Phalacrocorax nigrogularis): Medium-sized bird with dark plumage, long tail, and a yellow throat patch."
pelecaniformes,Pelecanus onocrotalus,Great White Pelican," Large bird with white plumage, pinkish hue on wings, and a long, yellow-orange bill.","A photograph of a Great White Pelican (Pelecanus onocrotalus): Large bird with white plumage, pinkish hue on wings, and a long, yellow-orange bill."
pelecaniformes,Pelecanus occidentalis,Brown Pelican," Brown body, white neck, and a large gray bill.","A photograph of a Brown Pelican (Pelecanus occidentalis): Brown body, white neck, and a large gray bill."
pelecaniformes,Pelecanus erythrorhynchos,American White Pelican," Large white bird with black wingtips and a large, yellow bill.","A photograph of a American White Pelican (Pelecanus erythrorhynchos): Large white bird with black wingtips and a large, yellow bill."
pelecaniformes,Pelecanus rufescens,Pink-backed Pelican," Greyish white bird with a pink back, grey bill and yellow face.","A photograph of a Pink-backed Pelican (Pelecanus rufescens): Greyish white bird with a pink back, grey bill and yellow face."
pelecaniformes,Pelecanus crispus,Dalmatian Pelican," Large bird with curly nape feathers, grey legs and silvery-white plumage.","A photograph of a Dalmatian Pelican (Pelecanus crispus): Large bird with curly nape feathers, grey legs and silvery-white plumage."
pelecaniformes,Pelecanus conspicillatus,Australian Pelican," Large white bird with black wings and a large, pink bill.","A photograph of a Australian Pelican (Pelecanus conspicillatus): Large white bird with black wings and a large, pink bill."
pelecaniformes,Pelecanus philippensis,Spot-billed Pelican, Pale bird with a long bill that has a grey spot.,A photograph of a Spot-billed Pelican (Pelecanus philippensis): Pale bird with a long bill that has a grey spot.
pelecaniformes,Pelecanus thagus,Peruvian Pelican," Large bird with dark grey body, white neck, and a long, grey bill.","A photograph of a Peruvian Pelican (Pelecanus thagus): Large bird with dark grey body, white neck, and a long, grey bill."
pelecaniformes,Egretta rufescens,Reddish Egret," Medium-sized heron with a reddish neck, grey body, and a long, pink bill.","A photograph of a Reddish Egret (Egretta rufescens): Medium-sized heron with a reddish neck, grey body, and a long, pink bill."
pelecaniformes,Egretta caerulea,Little Blue Heron," Small heron with a blue body, purplish neck, and a grey bill.","A photograph of a Little Blue Heron (Egretta caerulea): Small heron with a blue body, purplish neck, and a grey bill."
pelecaniformes,Egretta thula,Snowy Egret," Small white heron with black legs, yellow feet, and a thin black bill.","A photograph of a Snowy Egret (Egretta thula): Small white heron with black legs, yellow feet, and a thin black bill."
pelecaniformes,Ardea alba,Great Egret," Large white heron with black legs, yellow bill, and a long neck.","A photograph of a Great Egret (Ardea alba): Large white heron with black legs, yellow bill, and a long neck."
pelecaniformes,Bubulcus ibis,Cattle Egret," Small white heron with a short, yellow bill and buff plumes during breeding season.","A photograph of a Cattle Egret (Bubulcus ibis): Small white heron with a short, yellow bill and buff plumes during breeding season."
pelecaniformes,Butorides virescens,Green Heron," Small heron with a greenish-black cap, brown body, and a short, yellow-orange bill.","A photograph of a Green Heron (Butorides virescens): Small heron with a greenish-black cap, brown body, and a short, yellow-orange bill."
pelecaniformes,Nycticorax nycticorax,Black-crowned Night-Heron," Medium-sized heron with a black cap, grey body, and red eyes.","A photograph of a Black-crowned Night-Heron (Nycticorax nycticorax): Medium-sized heron with a black cap, grey body, and red eyes."
pelecaniformes,Nyctanassa violacea,Yellow-crowned Night-Heron," Medium-sized heron with a yellow crown, grey body, and red eyes.","A photograph of a Yellow-crowned Night-Heron (Nyctanassa violacea): Medium-sized heron with a yellow crown, grey body, and red eyes."
pelecaniformes,Cochlearius cochlearius,Boat-billed Heron," Medium-sized heron with a large, broad bill and a blue-grey body.","A photograph of a Boat-billed Heron (Cochlearius cochlearius): Medium-sized heron with a large, broad bill and a blue-grey body."
pelecaniformes,Ardea goliath,Goliath Heron," Large heron with a grey body, chestnut head and neck, and a thick, dagger-like bill.","A photograph of a Goliath Heron (Ardea goliath): Large heron with a grey body, chestnut head and neck, and a thick, dagger-like bill."
opisthocomiformes,Opisthocomus hoazin,Hoatzin," This bird has a long tail and neck. It is notable for its blue facial skin, maroon eyes, and spiky crest. Its body is covered in brown and yellow feathers.","A photograph of a Hoatzin (Opisthocomus hoazin): This bird has a long tail and neck. It is notable for its blue facial skin, maroon eyes, and spiky crest. Its body is covered in brown and yellow feathers."
accipitriformes,Haliaeetus leucocephalus,Bald Eagle," Dark brown body and wings, with a white head and tail. Yellow beak and eyes.","A photograph of a Bald Eagle (Haliaeetus leucocephalus): Dark brown body and wings, with a white head and tail. Yellow beak and eyes."
accipitriformes,Buteo jamaicensis,Red-tailed Hawk," Brown above and pale below, with a streaked belly and, on the wing underside, a dark bar between shoulder and wrist.","A photograph of a Red-tailed Hawk (Buteo jamaicensis): Brown above and pale below, with a streaked belly and, on the wing underside, a dark bar between shoulder and wrist."
accipitriformes,Accipiter gentilis,Northern Goshawk," Large, powerful hawk, with slate-gray upperparts and finely barred underparts.","A photograph of a Northern Goshawk (Accipiter gentilis): Large, powerful hawk, with slate-gray upperparts and finely barred underparts."
accipitriformes,Aquila chrysaetos,Golden Eagle, Dark brown with lighter golden-brown plumage on their napes. Immature birds resemble bald eagles.,A photograph of a Golden Eagle (Aquila chrysaetos): Dark brown with lighter golden-brown plumage on their napes. Immature birds resemble bald eagles.
accipitriformes,Pandion haliaetus,Osprey," Brown on the upperparts and predominantly greyish on the head and underparts, with a black eye patch and wings.","A photograph of a Osprey (Pandion haliaetus): Brown on the upperparts and predominantly greyish on the head and underparts, with a black eye patch and wings."
accipitriformes,Milvus migrans,Black Kite," Dark brown with a forked tail, seen soaring in thermals often in groups.","A photograph of a Black Kite (Milvus migrans): Dark brown with a forked tail, seen soaring in thermals often in groups."
accipitriformes,Haliaeetus albicilla,White-tailed Eagle," Large eagle with grey-brown body, pale head and neck, and white tail.","A photograph of a White-tailed Eagle (Haliaeetus albicilla): Large eagle with grey-brown body, pale head and neck, and white tail."
accipitriformes,Accipiter nisus,Eurasian Sparrowhawk, Small bird of prey with barred underparts and a long tail. Males have bluish-grey upperparts.,A photograph of a Eurasian Sparrowhawk (Accipiter nisus): Small bird of prey with barred underparts and a long tail. Males have bluish-grey upperparts.
accipitriformes,Haliaeetus vocifer,African Fish Eagle," Large species with a distinctive black, brown, and white plumage and large, powerful, black wings.","A photograph of a African Fish Eagle (Haliaeetus vocifer): Large species with a distinctive black, brown, and white plumage and large, powerful, black wings."
accipitriformes,Gyps fulvus,Griffon Vulture," Large Old World vulture with a white head, broad wings and short tail feathers.","A photograph of a Griffon Vulture (Gyps fulvus): Large Old World vulture with a white head, broad wings and short tail feathers."
accipitriformes,Milvus milvus,Red Kite," Medium-large bird of prey with a reddish-brown body, angled wings and deeply forked tail.","A photograph of a Red Kite (Milvus milvus): Medium-large bird of prey with a reddish-brown body, angled wings and deeply forked tail."
accipitriformes,Circus aeruginosus,Marsh Harrier," Large harrier with a distinctively long tail, broad wings and a white rump.","A photograph of a Marsh Harrier (Circus aeruginosus): Large harrier with a distinctively long tail, broad wings and a white rump."
accipitriformes,Gypaetus barbatus,Lammergeier," Large Old World vulture with a dark and pale area at the base of the wing, and a feathered neck.","A photograph of a Lammergeier (Gypaetus barbatus): Large Old World vulture with a dark and pale area at the base of the wing, and a feathered neck."
accipitriformes,Aquila heliaca,Eastern Imperial Eagle," Large bird of prey with a strong build, dark brown color, and lighter golden-brown crown.","A photograph of a Eastern Imperial Eagle (Aquila heliaca): Large bird of prey with a strong build, dark brown color, and lighter golden-brown crown."
accipitriformes,Circaetus gallicus,Short-toed Snake Eagle," Large bird of prey with a broad head, large eyes and a relatively short and rounded tail.","A photograph of a Short-toed Snake Eagle (Circaetus gallicus): Large bird of prey with a broad head, large eyes and a relatively short and rounded tail."
accipitriformes,Buteo lagopus,Rough-legged Hawk," Medium-large bird of prey with feathered legs and a square-shaped tail, often with a white base and a dark terminal band.","A photograph of a Rough-legged Hawk (Buteo lagopus): Medium-large bird of prey with feathered legs and a square-shaped tail, often with a white base and a dark terminal band."
accipitriformes,Circus hudsonius,Northern Harrier," Long-winged, long-tailed hawk with a white rump and unique facial disc.","A photograph of a Northern Harrier (Circus hudsonius): Long-winged, long-tailed hawk with a white rump and unique facial disc."
accipitriformes,Neophron percnopterus,Egyptian Vulture," Small Old World vulture, with contrasting underwing pattern and wedge-shaped tail.","A photograph of a Egyptian Vulture (Neophron percnopterus): Small Old World vulture, with contrasting underwing pattern and wedge-shaped tail."
accipitriformes,Aquila fasciata,Bonelli's Eagle," Medium-large eagle with a dark upper side, a white underside streaked with dark lines, and white tail with a black terminal band.","A photograph of a Bonelli's Eagle (Aquila fasciata): Medium-large eagle with a dark upper side, a white underside streaked with dark lines, and white tail with a black terminal band."
accipitriformes,Elanus caeruleus,Black-winged Kite," Small kite with a grey head, white underparts, and black shoulder patches.","A photograph of a Black-winged Kite (Elanus caeruleus): Small kite with a grey head, white underparts, and black shoulder patches."
strigiformes,Bubo virginianus,Great Horned Owl," Large, robust owl with prominent ear tufts, yellow eyes, and a mix of mottled brown, white, and grey feathers.","A photograph of a Great Horned Owl (Bubo virginianus): Large, robust owl with prominent ear tufts, yellow eyes, and a mix of mottled brown, white, and grey feathers."
strigiformes,Bubo scandiacus,Snowy Owl," Large, white owl with yellow eyes and black markings. Females and young have more black spots than males.","A photograph of a Snowy Owl (Bubo scandiacus): Large, white owl with yellow eyes and black markings. Females and young have more black spots than males."
strigiformes,Tyto alba,Barn Owl," Medium-sized owl with heart-shaped face, dark eyes, and light grey and brown feathers.","A photograph of a Barn Owl (Tyto alba): Medium-sized owl with heart-shaped face, dark eyes, and light grey and brown feathers."
strigiformes,Aegolius acadicus,Northern Saw-whet Owl," Small owl with a large head, yellow eyes, and brown feathers with white streaks.","A photograph of a Northern Saw-whet Owl (Aegolius acadicus): Small owl with a large head, yellow eyes, and brown feathers with white streaks."
strigiformes,Bubo bubo,Eurasian Eagle-Owl," Large owl with prominent ear tufts, orange eyes, and brown and grey mottled feathers.","A photograph of a Eurasian Eagle-Owl (Bubo bubo): Large owl with prominent ear tufts, orange eyes, and brown and grey mottled feathers."
strigiformes,Micrathene whitneyi,Elf Owl," Tiny owl with yellow eyes, greyish-brown feathers, and a short tail.","A photograph of a Elf Owl (Micrathene whitneyi): Tiny owl with yellow eyes, greyish-brown feathers, and a short tail."
strigiformes,Athene cunicularia,Burrowing Owl," Small, long-legged owl with bright yellow eyes and brown and white spotted feathers.","A photograph of a Burrowing Owl (Athene cunicularia): Small, long-legged owl with bright yellow eyes and brown and white spotted feathers."
strigiformes,Strix occidentalis,Spotted Owl," Medium-sized owl with dark eyes, and brown feathers with white spots.","A photograph of a Spotted Owl (Strix occidentalis): Medium-sized owl with dark eyes, and brown feathers with white spots."
strigiformes,Strix varia,Barred Owl," Large owl with dark eyes, and grey and white striped feathers.","A photograph of a Barred Owl (Strix varia): Large owl with dark eyes, and grey and white striped feathers."
strigiformes,Strix aluco,Tawny Owl," Medium-sized owl with dark eyes, and brown and white mottled feathers.","A photograph of a Tawny Owl (Strix aluco): Medium-sized owl with dark eyes, and brown and white mottled feathers."
strigiformes,Asio otus,Long-eared Owl," Medium-sized owl with long ear tufts, yellow eyes, and brown and white mottled feathers.","A photograph of a Long-eared Owl (Asio otus): Medium-sized owl with long ear tufts, yellow eyes, and brown and white mottled feathers."
strigiformes,Asio flammeus,Short-eared Owl," Medium-sized owl with short ear tufts, yellow eyes, and brown and white mottled feathers.","A photograph of a Short-eared Owl (Asio flammeus): Medium-sized owl with short ear tufts, yellow eyes, and brown and white mottled feathers."
strigiformes,Megascops asio,Screech Owl," Small owl with ear tufts, yellow eyes, and grey or reddish-brown feathers.","A photograph of a Screech Owl (Megascops asio): Small owl with ear tufts, yellow eyes, and grey or reddish-brown feathers."
strigiformes,Pulsatrix perspicillata,Spectacled Owl," Large owl with dark eyes, a white face bordered by black, and dark brown body feathers.","A photograph of a Spectacled Owl (Pulsatrix perspicillata): Large owl with dark eyes, a white face bordered by black, and dark brown body feathers."
strigiformes,Strix nebulosa,Great Grey Owl," Large owl with yellow eyes, a large round head, and grey and white mottled feathers.","A photograph of a Great Grey Owl (Strix nebulosa): Large owl with yellow eyes, a large round head, and grey and white mottled feathers."
strigiformes,Strix uralensis,Ural Owl," Large owl with dark eyes, and grey and white mottled feathers.","A photograph of a Ural Owl (Strix uralensis): Large owl with dark eyes, and grey and white mottled feathers."
strigiformes,Athene noctua,Little Owl," Small owl with yellow eyes, and grey and brown mottled feathers.","A photograph of a Little Owl (Athene noctua): Small owl with yellow eyes, and grey and brown mottled feathers."
strigiformes,Surnia ulula,Hawk Owl," Medium-sized owl with yellow eyes, a long tail, and brown and white mottled feathers.","A photograph of a Hawk Owl (Surnia ulula): Medium-sized owl with yellow eyes, a long tail, and brown and white mottled feathers."
strigiformes,Glaucidium passerinum,Pygmy Owl," Tiny owl with yellow eyes, a long tail, and brown and white mottled feathers.","A photograph of a Pygmy Owl (Glaucidium passerinum): Tiny owl with yellow eyes, a long tail, and brown and white mottled feathers."
strigiformes,Ninox novaeseelandiae,Morepork," Medium-sized owl with yellow eyes, and brown and white mottled feathers.","A photograph of a Morepork (Ninox novaeseelandiae): Medium-sized owl with yellow eyes, and brown and white mottled feathers."
coliiformes,Urocolius macrourus,Blue-naped Mousebird," Grayish-brown body, blue patch on nape, long tail, red beak with black tip.","A photograph of a Blue-naped Mousebird (Urocolius macrourus): Grayish-brown body, blue patch on nape, long tail, red beak with black tip."
coliiformes,Colius striatus,Speckled Mousebird," Brown body with white speckles, long tail, dark red beak, crest on head.","A photograph of a Speckled Mousebird (Colius striatus): Brown body with white speckles, long tail, dark red beak, crest on head."
coliiformes,Urocolius indicus,Red-faced Mousebird," Grayish-brown body, red patch around eyes, long tail, red beak with black tip.","A photograph of a Red-faced Mousebird (Urocolius indicus): Grayish-brown body, red patch around eyes, long tail, red beak with black tip."
coliiformes,Colius leucocephalus,White-headed Mousebird," Gray body, white head and chest, long tail, dark red beak.","A photograph of a White-headed Mousebird (Colius leucocephalus): Gray body, white head and chest, long tail, dark red beak."
coliiformes,Colius colius,White-backed Mousebird," Gray body, white patch on back, long tail, dark red beak.","A photograph of a White-backed Mousebird (Colius colius): Gray body, white patch on back, long tail, dark red beak."
coliiformes,Colius castanotus,Red-backed Mousebird," Gray body, red patch on back, long tail, dark red beak.","A photograph of a Red-backed Mousebird (Colius castanotus): Gray body, red patch on back, long tail, dark red beak."
leptosomiformes,Leptosomus discolor,Cuckoo Roller," Medium-sized bird with a stout hooked bill. Males are metallic green and blue, females and juveniles are more brownish.","A photograph of a Cuckoo Roller (Leptosomus discolor): Medium-sized bird with a stout hooked bill. Males are metallic green and blue, females and juveniles are more brownish."
leptosomiformes,Leptosomus discolor discolor,Madagascar Cuckoo Roller, Subspecies of Cuckoo Roller. Similar to the main species but with a slightly darker plumage and a more pronounced hook on the bill.,A photograph of a Madagascar Cuckoo Roller (Leptosomus discolor discolor): Subspecies of Cuckoo Roller. Similar to the main species but with a slightly darker plumage and a more pronounced hook on the bill.
leptosomiformes,Leptosomus discolor gracilis,Comoro Cuckoo Roller, Another subspecies of Cuckoo Roller. It has a lighter plumage compared to the Madagascar Cuckoo Roller and a less pronounced hook on the bill.,A photograph of a Comoro Cuckoo Roller (Leptosomus discolor gracilis): Another subspecies of Cuckoo Roller. It has a lighter plumage compared to the Madagascar Cuckoo Roller and a less pronounced hook on the bill.
leptosomiformes,Leptosomus discolor intermedius,Moheli Cuckoo Roller, This subspecies of the Cuckoo Roller is distinguished by its slightly smaller size and more vibrant coloration.,A photograph of a Moheli Cuckoo Roller (Leptosomus discolor intermedius): This subspecies of the Cuckoo Roller is distinguished by its slightly smaller size and more vibrant coloration.
leptosomiformes,Leptosomus discolor gracilis,Anjouan Cuckoo Roller, This subspecies is similar to the Comoro Cuckoo Roller but has a slightly more vibrant coloration.,A photograph of a Anjouan Cuckoo Roller (Leptosomus discolor gracilis): This subspecies is similar to the Comoro Cuckoo Roller but has a slightly more vibrant coloration.
leptosomiformes,Leptosomus discolor hypopinrus,Mayotte Cuckoo Roller, This subspecies is distinguished by its slightly larger size and darker coloration compared to other Cuckoo Rollers.,A photograph of a Mayotte Cuckoo Roller (Leptosomus discolor hypopinrus): This subspecies is distinguished by its slightly larger size and darker coloration compared to other Cuckoo Rollers.
leptosomiformes,Leptosomus discolor gracilis,Grand Comoro Cuckoo Roller, This subspecies is similar to the Comoro Cuckoo Roller but has a slightly darker coloration.,A photograph of a Grand Comoro Cuckoo Roller (Leptosomus discolor gracilis): This subspecies is similar to the Comoro Cuckoo Roller but has a slightly darker coloration.
leptosomiformes,Leptosomus discolor intermedius,Petite Comoro Cuckoo Roller, This subspecies is distinguished by its slightly smaller size and lighter coloration compared to other Cuckoo Rollers.,A photograph of a Petite Comoro Cuckoo Roller (Leptosomus discolor intermedius): This subspecies is distinguished by its slightly smaller size and lighter coloration compared to other Cuckoo Rollers.
leptosomiformes,Leptosomus discolor aldabranus,Aldabra Cuckoo Roller, This subspecies is distinguished by its slightly larger size and more vibrant coloration compared to other Cuckoo Rollers.,A photograph of a Aldabra Cuckoo Roller (Leptosomus discolor aldabranus): This subspecies is distinguished by its slightly larger size and more vibrant coloration compared to other Cuckoo Rollers.
leptosomiformes,Leptosomus discolor seychellensis,Seychelles Cuckoo Roller, This subspecies is distinguished by its slightly smaller size and darker coloration compared to other Cuckoo Rollers.,A photograph of a Seychelles Cuckoo Roller (Leptosomus discolor seychellensis): This subspecies is distinguished by its slightly smaller size and darker coloration compared to other Cuckoo Rollers.
trogoniformes,Pharomachrus mocinno,Resplendent Quetzal," Bright green bird with a red belly, long tail feathers, and a yellow beak.","A photograph of a Resplendent Quetzal (Pharomachrus mocinno): Bright green bird with a red belly, long tail feathers, and a yellow beak."
trogoniformes,Priotelus temnurus,Cuban Trogon," Blue, white, and red bird with a long tail. It's the national bird of Cuba.","A photograph of a Cuban Trogon (Priotelus temnurus): Blue, white, and red bird with a long tail. It's the national bird of Cuba."
trogoniformes,Trogon viridis,White-tailed Trogon, Green and yellow bird with a white belly and tail. It has a blue eye ring.,A photograph of a White-tailed Trogon (Trogon viridis): Green and yellow bird with a white belly and tail. It has a blue eye ring.
trogoniformes,Trogon melanocephalus,Black-headed Trogon, Yellow bird with a black head and blue eye ring. It has a white band on its tail.,A photograph of a Black-headed Trogon (Trogon melanocephalus): Yellow bird with a black head and blue eye ring. It has a white band on its tail.
trogoniformes,Trogon mexicanus,Mountain Trogon, Green and red bird with a white band on its tail. It has a yellow beak.,A photograph of a Mountain Trogon (Trogon mexicanus): Green and red bird with a white band on its tail. It has a yellow beak.
